invoice_no,transaction_date,customer_id,description,category,order_city,state,order_postal,region,latitude,longitude,quantity,costs,profit_per_unit,baseline_shipping_cost,hypothesis_factor,hypothesis_shipping_costs,profit_before_shipping,profit_after_baseline,profit_after_hypothesis
572317,,14629,Canned Cat Food,Food,zion,IL,60099-2114,Central,42.4461,-87.8329,1,9,10.5,9,1.0,9,10.5,1.5,1.5
572317,10/23/2021 16:13,14629,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,zion,IL,60099-2114,Central,42.4461,-87.8329,1,5,17.5,5,1.0,5,17.5,12.5,12.5
572317,10/23/2021 16:13,14629,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,zion,IL,60099-2114,Central,42.4461,-87.8329,1,20,41.5,20,1.0,20,41.5,21.5,21.5
,10/23/2021 16:13,,UltraSound Dog Barking Deterrent,Electronics,,,,,,,1,5,,5,1.0,5,,,
572318,10/23/2021 16:19,15436,Purina Pro Plan Adult Sensitive Skin,Supplements,hastings,MN,55033-9453,Central,44.7427,-92.8519,1,10,26.5,10,1.0,10,26.5,16.5,16.5
572320,10/24/2021 8:48,16325,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,fairport,NY,14450,East,43.0993,-77.443,3,9,8.7,21.6,0.6,16.2,26.1,4.5,9.9
572320,10/24/2021 8:48,16325,Pet Odor Eliminator,Cleanig Supplies,fairport,NY,14450,East,43.0993,-77.443,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
572323,10/24/2021 9:46,14312,NexGard Chew for Dogs,Food,statesboro,GA,30458,East,32.449,-81.7833,1,7,17.7,7,1.0,7,17.7,10.7,10.7
572326,10/24/2021 9:55,14607,Earth Rated Dog Poop Bags,Disposables,sorento,IL,62086-3254,Central,38.9989,-89.5737,17,4,5.74,48.8,0.3,20.4,97.58,48.78,77.18
572326,10/24/2021 9:55,14607,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,sorento,IL,62086-3254,Central,38.9989,-89.5737,20,9,6.3,128.7,0.3,54.0,126.0,-2.69999999999999,72.0
572326,10/24/2021 9:55,14607,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,sorento,IL,62086-3254,Central,38.9989,-89.5737,17,6,2.74,73.2,0.3,30.6,46.58,-26.62,15.98
572326,10/24/2021 9:55,14607,Purina Pro Plan Adult Sensitive Skin,Supplements,sorento,IL,62086-3254,Central,38.9989,-89.5737,2,10,19.48,17.0,0.8,16.0,38.96,21.96,22.96
572330,10/24/2021 10:17,16426,Pet Hair Remover,Grooming,new york,NY,10024-3720,East,40.7648,-73.9808,1,5,6.48,5,1.0,5,6.48,1.48,1.48
572331,10/24/2021 10:18,16491,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,ridgewood,NY,11385-3504,East,40.7081,-73.9142,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
572332,10/24/2021 10:20,17186,Sheba Perfect Portions Pat Wet Cat Food,Food,columbia,SC,29201-3334,East,34.0007,-81.0343,17,2.5,1.82,30.5,0.3,12.75,30.94,0.440000000000001,18.19
,10/24/2021 10:29,13523,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,glenwood springs,CO,81601,Central,39.5507,-107.3255,7,9,6.3,46.8,0.5,31.5,44.1,-2.7,12.6
572336,10/24/2021 10:29,13523,Sheba Perfect Portions Pat Wet Cat Food,Food,glenwood springs,CO,81601,Central,39.5507,-107.3255,6,2.5,2.6,11.25,0.5,7.5,15.6,4.35,8.1
572337,10/24/2021 10:30,14607,Earth Rated Dog Poop Bags,Disposables,sorento,IL,62086-3254,Central,38.9989,-89.5737,17,4,5.74,48.8,0.3,20.4,97.58,48.78,77.18
572337,10/24/2021 10:30,14607,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,sorento,IL,62086-3254,Central,38.9989,-89.5737,17,6,2.74,73.2,0.3,30.6,46.58,-26.62,15.98
572339,,14607,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,sorento,IL,62086-3254,Central,38.9989,-89.5737,20,9,6.3,128.7,0.3,54.0,126.0,-2.69999999999999,72.0
572339,10/24/2021 10:32,14607,Purina Pro Plan Adult Sensitive Skin,Supplements,sorento,IL,62086-3254,Central,38.9989,-89.5737,2,10,19.48,17.0,0.8,16.0,38.96,21.96,22.96
572353,10/24/2021 11:40,15215,UltraSound Dog Barking Deterrent,Electronics,mount airy,MD,21771-8050,East,39.3762,-77.1547,1,5,9.7,5,1.0,5,9.7,4.7,4.7
572380,10/24/2021 11:51,16019,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,hoboken,NJ,07030-8802,East,40.7433,-74.0324,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
572399,10/24/2021 11:56,15628,Dog and Puppy Pads,Disposables,candler,NC,28715-9446,East,35.5365,-82.6929,1,5,11.7,5,1.0,5,11.7,6.7,6.7
572399,10/24/2021 11:56,15628,Purina Pro Plan Adult Sensitive Skin,Supplements,candler,NC,28715-9446,East,35.5365,-82.6929,1,10,26.5,10,1.0,10,26.5,16.5,16.5
572447,10/24/2021 12:25,17811,Earth Rated Dog Poop Bags,Disposables,chesapeake,VA,23320-5202,East,36.7184,-76.2467,1,4,7.48,4,1.0,4,7.48,3.48,3.48
572447,10/24/2021 12:25,17811,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,chesapeake,VA,23320-5202,East,36.7184,-76.2467,1,6,4.48,6,1.0,6,4.48,-1.52,-1.52
572451,10/24/2021 12:36,12921,Earth Rated Dog Poop Bags,Disposables,los angeles,CA,90008,West,34.0544,-118.2439,7,4,7.48,20.8,0.5,14.0,52.36,31.56,38.36
572451,10/24/2021 12:36,12921,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,los angeles,CA,90008,West,34.0544,-118.2439,4,6,4.48,18.6,0.6,14.4,17.92,-0.679999999999996,3.52
572451,10/24/2021 12:36,,Pet Hair Remover,Grooming,,,,,,,7,5,6.48,26.0,0.5,17.5,45.36,19.36,27.86
572451,10/24/2021 12:36,12921,Pet Odor Eliminator,Cleanig Supplies,los angeles,CA,90008,West,34.0544,-118.2439,4,4,6.14,12.4,0.6,9.6,24.56,12.16,14.96
572458,10/24/2021 12:51,15142,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,annapolis,MD,21409-5748,East,38.9786,-76.4928,3,9,8.7,21.6,0.6,16.2,26.1,4.5,9.9
572459,10/24/2021 12:53,14911,Dog and Puppy Pads,Disposables,edgard,LA,70049-2017,Central,30.0433,-90.5601,10,5,9.3,36.5,0.3,15.0,93.0,56.5,78.0
572460,10/24/2021 12:54,17001,Earth Rated Dog Poop Bags,Disposables,mechanicsburg,PA,17050,East,40.2102,-77.0047,4,4,7.48,12.4,0.6,9.6,29.92,17.52,20.32
572460,10/24/2021 12:54,17001,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,mechanicsburg,PA,17050,East,40.2102,-77.0047,2,9,8.7,15.3,0.8,14.4,17.4,2.1,3.0
572460,10/24/2021 12:54,17001,Pet Hair Remover,Grooming,mechanicsburg,PA,17050,East,40.2102,-77.0047,4,5,6.48,15.5,0.6,12.0,25.92,10.42,13.92
572461,10/24/2021 12:56,17344,Dog and Puppy Pads,Disposables,clarksville,TN,37043-4536,Central,36.5286,-87.3099,1,5,11.7,5,1.0,5,11.7,6.7,6.7
572461,10/24/2021 12:56,17344,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,clarksville,TN,37043-4536,Central,36.5286,-87.3099,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
,10/24/2021 13:08,17081,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,scranton,PA,18508-1033,East,41.4087,-75.6621,1,5,17.5,5,1.0,5,17.5,12.5,12.5
572465,10/24/2021 13:26,14474,Purina Pro Plan Adult Sensitive Skin,Supplements,chicago,IL,60645-3003,Central,41.8756,-87.6244,1,10,26.5,10,1.0,10,26.5,16.5,16.5
572472,10/24/2021 13:34,14139,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,miami,FL,33195-2698,East,25.7743,-80.1937,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
,10/24/2021 13:36,17423,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,amarillo,TX,79124-4971,Central,35.2072,-101.8338,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
572475,10/24/2021 13:37,15271,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,ann arbor,MI,48108-2617,Central,42.2682,-83.7312,1,5,17.5,5,1.0,5,17.5,12.5,12.5
572475,10/24/2021 13:37,15271,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,ann arbor,MI,48108-2617,Central,42.2682,-83.7312,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
572483,10/24/2021 13:50,16444,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,new york,NY,10033-3433,East,40.7648,-73.9808,2,9,8.7,15.3,0.8,14.4,17.4,2.1,3.0
572483,10/24/2021 13:50,16444,Sheba Perfect Portions Pat Wet Cat Food,Food,new york,NY,10033-3433,East,40.7648,-73.9808,5,2.5,2.6,9.5,0.5,6.25,13.0,3.5,6.75
572484,10/24/2021 13:50,17220,Pet Grooming Brush,Grooming,rock hill,SC,29730,East,34.9249,-81.0251,1,5,5.9,5,1.0,5,5.9,0.9,0.9
572484,10/24/2021 13:50,17220,Sheba Perfect Portions Pat Wet Cat Food,Food,rock hill,SC,29730,East,34.9249,-81.0251,2,2.5,2.6,4.25,0.8,4.0,5.2,0.95,1.2
572490,10/24/2021 13:59,14467,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,chicago,IL,60638-1129,Central,41.8756,-87.6244,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
572499,10/24/2021 14:10,15786,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,west fargo,ND,58078-8053,Central,46.875,-96.9004,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
572499,10/24/2021 14:10,15786,Sheba Perfect Portions Pat Wet Cat Food,Food,west fargo,ND,58078-8053,Central,46.875,-96.9004,2,2.5,2.6,4.25,0.8,4.0,5.2,0.95,1.2
572509,10/24/2021 14:25,17004,Pet Hair Remover,Grooming,middletown,PA,17057-5962,East,40.1998,-76.7311,1,5,6.48,5,1.0,5,6.48,1.48,1.48
572511,10/24/2021 14:29,14895,Purina Pro Plan Adult Sensitive Skin,Supplements,athens,LA,71003-0001,Central,32.6504,-93.0257,1,10,26.5,10,1.0,10,26.5,16.5,16.5
572513,10/24/2021 14:36,16728,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,delta,OH,43515-1315,Central,41.5726,-84.0059,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
572513,10/24/2021 14:36,16728,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,delta,OH,43515-1315,Central,41.5726,-84.0059,1,20,41.5,20,1.0,20,41.5,21.5,21.5
572518,10/24/2021 14:49,16353,ProBiotic Supplements for Dogs,Supplements,hempstead,NY,11550-3521,East,40.7063,-73.6187,8,7,7.7,41.3,0.4,22.4,61.6,20.3,39.2
572540,10/24/2021 16:17,,Earth Rated Dog Poop Bags,Disposables,,,,,,,4,4,19.78,12.4,0.6,9.6,79.12,66.72,69.52
572540,10/24/2021 16:17,,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,,,,,,,2,6,16.78,10.2,0.8,9.6,33.56,23.36,23.96
572540,10/24/2021 16:17,,UltraSound Dog Barking Deterrent,Electronics,,,,,,,1,5,44.74,5,1.0,5,44.74,39.74,39.74
572542,10/24/2021 16:20,17272,Purina Pro Plan Adult Sensitive Skin,Supplements,cypress,TX,77429,Central,29.9691,-95.6972,4,10,19.48,31.0,0.6,24.0,77.92,46.92,53.92
572542,10/24/2021 16:20,17272,Sheba Perfect Portions Pat Wet Cat Food,Food,cypress,TX,77429,Central,29.9691,-95.6972,4,2.5,2.6,7.75,0.6,6.0,10.4,2.65,4.4
572541,10/24/2021 16:20,17315,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,pearland,TX,77584-8720,Central,29.564,-95.2864,1,6,4.48,6,1.0,6,4.48,-1.52,-1.52
572544,,16023,Earth Rated Dog Poop Bags,Disposables,jersey city,NJ,07302-8980,East,40.7282,-74.0776,1,4,7.48,4,1.0,4,7.48,3.48,3.48
572544,10/24/2021 16:34,16023,Pet Odor Eliminator,Cleanig Supplies,jersey city,NJ,07302-8980,East,40.7282,-74.0776,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
572549,10/24/2021 17:03,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,1,5,41.74,5,1.0,5,41.74,36.74,36.74
572549,10/24/2021 17:03,,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,,,,,,,1,6,16.78,6,1.0,6,16.78,10.78,10.78
572549,10/24/2021 17:03,,Pet Odor Eliminator,Cleanig Supplies,,,,,,,2,4,14.72,6.8,0.8,6.4,29.44,22.64,23.04
572549,10/24/2021 17:03,,Purina Pro Plan Adult Sensitive Skin,Supplements,,,,,,,1,10,76.78,10,1.0,10,76.78,66.78,66.78
572549,10/24/2021 17:03,,Sheba Perfect Portions Paté Wet Cat Food,Food,,,,,,,1,2.5,7.28,2.5,1.0,2.5,7.28,4.78,4.78
572549,10/24/2021 17:03,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,,,,,,,1,20,114.76,20,1.0,20,114.76,94.76,94.76
572550,10/24/2021 17:06,,Earth Rated Dog Poop Bags,Disposables,,,,,,,1,4,19.78,4,1.0,4,19.78,15.78,15.78
572550,10/24/2021 17:06,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,1,9,25.74,9,1.0,9,25.74,16.74,16.74
572550,10/24/2021 17:06,,NexGard Chew for Dogs,Food,,,,,,,1,7,69.78,7,1.0,7,69.78,62.78,62.78
572550,10/24/2021 17:06,,Pet Hair Remover,Grooming,,,,,,,1,5,18.78,5,1.0,5,18.78,13.78,13.78
572550,10/24/2021 17:06,,Rechargeable Pet Nail Grinder,Grooming,,,,,,,1,5,34.74,5,1.0,5,34.74,29.74,29.74
572550,10/24/2021 17:06,,Sheba Perfect Portions Pat Wet Cat Food,Food,,,,,,,1,2.5,7.28,2.5,1.0,2.5,7.28,4.78,4.78
572550,10/24/2021 17:06,,UltraSound Dog Barking Deterrent,Electronics,,,,,,,1,5,44.74,5,1.0,5,44.74,39.74,39.74
572552,10/24/2021 17:07,14096,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,winter springs,FL,32708-5921,East,28.6987,-81.3055,1,5,41.74,5,1.0,5,41.74,36.74,36.74
572552,10/24/2021 17:07,14096,Dog and Puppy Pads,Disposables,winter springs,FL,32708-5921,East,28.6987,-81.3055,1,5,28.74,5,1.0,5,28.74,23.74,23.74
572552,10/24/2021 17:07,14096,Earth Rated Dog Poop Bags,Disposables,winter springs,FL,32708-5921,East,28.6987,-81.3055,1,4,19.78,4,1.0,4,19.78,15.78,15.78
572552,10/24/2021 17:07,14096,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,winter springs,FL,32708-5921,East,28.6987,-81.3055,3,9,25.74,21.6,0.6,16.2,77.22,55.62,61.02
572552,10/24/2021 17:07,14096,Pet Grooming Brush,Grooming,winter springs,FL,32708-5921,East,28.6987,-81.3055,1,5,20.78,5,1.0,5,20.78,15.78,15.78
572552,10/24/2021 17:07,14096,Purina Pro Plan Adult Sensitive Skin,Supplements,winter springs,FL,32708-5921,East,28.6987,-81.3055,1,10,76.78,10,1.0,10,76.78,66.78,66.78
572552,10/24/2021 17:07,14096,Sheba Perfect Portions Pat Wet Cat Food,Food,winter springs,FL,32708-5921,East,28.6987,-81.3055,3,2.5,7.28,6.0,0.6,4.5,21.84,15.84,17.34
,10/24/2021 17:07,14096,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,winter springs,FL,32708-5921,East,28.6987,-81.3055,1,20,114.76,20,1.0,20,114.76,94.76,94.76
572552,10/24/2021 17:07,14096,UltraSound Dog Barking Deterrent,Electronics,winter springs,FL,32708-5921,East,28.6987,-81.3055,1,5,44.74,5,1.0,5,44.74,39.74,39.74
572553,10/24/2021 17:09,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,1,5,41.74,5,1.0,5,41.74,36.74,36.74
572553,10/24/2021 17:09,,Dog and Puppy Pads,Disposables,,,,,,,2,5,28.74,8.5,0.8,8.0,57.48,48.98,49.48
572553,10/24/2021 17:09,,Pet Odor Eliminator,Cleanig Supplies,,,,,,,14,4,14.72,40.4,0.3,16.8,206.08,165.68,189.28
572553,10/24/2021 17:09,,Purina Pro Plan Adult Sensitive Skin,Supplements,,,,,,,1,10,76.78,10,1.0,10,76.78,66.78,66.78
572553,10/24/2021 17:09,,Rechargeable Pet Nail Grinder,Grooming,,,,,,,1,5,34.74,5,1.0,5,34.74,29.74,29.74
572559,10/25/2021 8:44,12476,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,abbeville,AL,36310,East,31.5718,-85.2505,2,9,8.7,15.3,0.8,14.4,17.4,2.1,3.0
572561,10/25/2021 8:51,13652,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,wallingford,CT,6492,East,41.457,-72.8232,1,5,17.5,5,1.0,5,17.5,12.5,12.5
572562,10/25/2021 9:07,13481,Pet Hair Remover,Grooming,aspen,CO,81611-1462,Central,39.1911,-106.8236,4,5,6.48,15.5,0.6,12.0,25.92,10.42,13.92
572562,10/25/2021 9:07,13481,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,aspen,CO,81611-1462,Central,39.1911,-106.8236,1,10,11.7,10,1.0,10,11.7,1.7,1.7
572563,10/25/2021 9:31,12928,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,los angeles,CA,90024-5576,West,34.0544,-118.2439,2,6,4.48,10.2,0.8,9.6,8.96,-1.24,-0.640000000000001
572563,10/25/2021 9:31,12928,Pet Hair Remover,Grooming,los angeles,CA,90024-5576,West,34.0544,-118.2439,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
572566,10/25/2021 10:17,13050,NexGard Chew for Dogs,Food,orinda,CA,94563-3615,West,37.8771,-122.1797,1,7,17.7,7,1.0,7,17.7,10.7,10.7
,10/25/2021 10:17,16762,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,lawton,OK,73505-6401,Central,34.6087,-98.3903,1,5,17.5,5,1.0,5,17.5,12.5,12.5
572565,10/25/2021 10:17,16762,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,lawton,OK,73505-6401,Central,34.6087,-98.3903,2,9,8.7,15.3,0.8,14.4,17.4,2.1,3.0
572567,10/25/2021 10:27,12398,Pet Hair Remover,Grooming,chanhassen,MN,55317,Central,44.8618,-93.5307,2,5,6.48,8.5,0.8,8.0,12.96,4.46,4.96
572568,,14001,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,ruskin,FL,33570-2802,East,27.7209,-82.4332,2,12,11.7,20.4,0.8,19.2,23.4,3.0,4.2
572568,10/25/2021 10:31,14001,Pet Odor Eliminator,Cleanig Supplies,ruskin,FL,33570-2802,East,27.7209,-82.4332,6,4,6.14,18.0,0.5,12.0,36.84,18.84,24.84
572568,10/25/2021 10:31,14001,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,ruskin,FL,33570-2802,East,27.7209,-82.4332,2,10,11.7,17.0,0.8,16.0,23.4,6.4,7.4
572612,10/25/2021 11:14,16186,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,las vegas,NV,89123-1703,West,36.1663,-115.1492,1,20,41.5,20,1.0,20,41.5,21.5,21.5
572613,10/25/2021 11:28,15345,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",Disposables,niles,MI,49120-7793,Central,41.8298,-86.2542,1,12,11.7,12,1.0,12,11.7,-0.300000000000001,-0.300000000000001
572613,10/25/2021 11:28,15345,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,Food,niles,MI,49120-7793,Central,41.8298,-86.2542,1,20,41.5,20,1.0,20,41.5,21.5,21.5
572617,10/25/2021 11:52,18272,Rechargeable Pet Nail Grinder,Grooming,moundsville,WV,26041-4037,East,39.9204,-80.7431,1,5,10.5,5,1.0,5,10.5,5.5,5.5
572650,10/25/2021 12:00,15506,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,fenton,MO,63026-8003,Central,38.5133,-90.4402,1,6,4.48,6,1.0,6,4.48,-1.52,-1.52
,10/25/2021 12:06,17350,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,goodlettsville,TN,37072-9708,Central,36.3231,-86.7133,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
572651,10/25/2021 12:06,17350,Rechargeable Pet Nail Grinder,Grooming,goodlettsville,TN,37072-9708,Central,36.3231,-86.7133,1,5,10.5,5,1.0,5,10.5,5.5,5.5
572651,10/25/2021 12:06,17350,UltraSound Dog Barking Deterrent,Electronics,goodlettsville,TN,37072-9708,Central,36.3231,-86.7133,1,5,9.7,5,1.0,5,9.7,4.7,4.7
572652,10/25/2021 12:11,15805,Earth Rated Dog Poop Bags,Disposables,steinauer,NE,68441-5149,Central,40.2078,-96.2342,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
572652,10/25/2021 12:11,,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,,,,,,,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
572652,10/25/2021 12:11,15805,Pet Odor Eliminator,Cleanig Supplies,steinauer,NE,68441-5149,Central,40.2078,-96.2342,2,4,6.14,6.8,0.8,6.4,12.28,5.48,5.88
572652,10/25/2021 12:11,15805,ProBiotic Supplements for Dogs,Supplements,steinauer,NE,68441-5149,Central,40.2078,-96.2342,1,7,12.5,7,1.0,7,12.5,5.5,5.5
,10/25/2021 12:12,15861,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,huntington station,NY,11746-1668,East,40.8534,-73.4115,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
572653,10/25/2021 12:12,15861,Pet Grooming Brush,Grooming,huntington station,NY,11746-1668,East,40.8534,-73.4115,1,5,5.9,5,1.0,5,5.9,0.9,0.9
572653,10/25/2021 12:12,15861,Sheba Perfect Portions Pat Wet Cat Food,Food,huntington station,NY,11746-1668,East,40.8534,-73.4115,5,2.5,2.6,9.5,0.5,6.25,13.0,3.5,6.75
572653,10/25/2021 12:12,15861,UltraSound Dog Barking Deterrent,Electronics,huntington station,NY,11746-1668,East,40.8534,-73.4115,1,5,9.7,5,1.0,5,9.7,4.7,4.7
572655,10/25/2021 12:20,16708,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,westerville,OH,43081-4307,Central,40.1262,-82.9291,4,9,8.7,27.9,0.6,21.6,34.8,6.9,13.2
572660,10/25/2021 12:30,,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,,,,,,,1,5,17.5,5,1.0,5,17.5,12.5,12.5
572660,10/25/2021 12:30,,Rechargeable Pet Nail Grinder,Grooming,,,,,,,1,5,10.5,5,1.0,5,10.5,5.5,5.5
572662,10/25/2021 12:54,15443,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,lakeville,MN,55044-4432,Central,44.6501,-93.2433,1,5,17.5,5,1.0,5,17.5,12.5,12.5
572662,10/25/2021 12:54,15443,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,lakeville,MN,55044-4432,Central,44.6501,-93.2433,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
572662,10/25/2021 12:54,15443,NexGard Chew for Dogs,Food,lakeville,MN,55044-4432,Central,44.6501,-93.2433,1,7,17.7,7,1.0,7,17.7,10.7,10.7
572664,10/25/2021 12:56,16401,Pet Grooming Brush,Grooming,new york,NY,10002-1592,East,40.7648,-73.9808,2,5,5.9,8.5,0.8,8.0,11.8,3.3,3.8
,10/25/2021 12:56,16401,Sheba Perfect Portions Pat Wet Cat Food,Food,new york,NY,10002-1592,East,40.7648,-73.9808,17,2.5,1.82,30.5,0.3,12.75,30.94,0.440000000000001,18.19
572668,10/25/2021 13:07,18045,ChomChom Pet Hair Remover - Reusable Cat and Dog Hair Remover,Grooming,mount vernon,WA,98274-8224,West,48.42,-122.3264,1,5,17.5,5,1.0,5,17.5,12.5,12.5
572668,10/25/2021 13:07,18045,Purina Pro Plan Adult Sensitive Skin,Supplements,mount vernon,WA,98274-8224,West,48.42,-122.3264,1,10,26.5,10,1.0,10,26.5,16.5,16.5
572669,10/25/2021 13:10,16549,Dog and Puppy Pads,Disposables,tonawanda,NY,14150-4616,East,43.0207,-78.8784,1,5,11.7,5,1.0,5,11.7,6.7,6.7
572672,10/25/2021 13:15,13340,UltraSound Dog Barking Deterrent,Electronics,torrance,CA,90503-3337,West,33.8358,-118.3406,1,5,9.7,5,1.0,5,9.7,4.7,4.7
572673,10/25/2021 13:16,13309,Earth Rated Dog Poop Bags,Disposables,solana beach,CA,92075,West,32.9906,-117.2691,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
572673,10/25/2021 13:16,13309,ProBiotic Supplements for Dogs,Supplements,solana beach,CA,92075,West,32.9906,-117.2691,1,7,12.5,7,1.0,7,12.5,5.5,5.5
572674,10/25/2021 13:17,14173,Milk-Bone MaroSnacks Dog Treats with Real Bone,Food,arnoldsville,GA,30619-2009,East,33.9051,-83.2168,1,6,4.48,6,1.0,6,4.48,-1.52,-1.52
572676,10/25/2021 13:30,16258,Earth Rated Dog Poop Bags,Disposables,brooklyn,NY,11214,East,40.6922,-73.9902,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
572676,10/25/2021 13:30,16258,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,brooklyn,NY,11214,East,40.6922,-73.9902,7,9,6.3,46.8,0.5,31.5,44.1,-2.7,12.6
572681,10/25/2021 13:51,13510,Earth Rated Dog Poop Bags,Disposables,englewood,CO,80110-5313,Central,39.6482,-104.988,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
572688,10/25/2021 14:09,13028,Earth Rated Dog Poop Bags,Disposables,oakland,CA,94606-2910,West,37.8045,-122.2714,2,4,7.48,6.8,0.8,6.4,14.96,8.16,8.56
572695,10/25/2021 14:23,12610,Rechargeable Pet Nail Grinder,Grooming,peoria,AZ,85383-5126,West,33.5766,-112.2398,1,5,10.5,5,1.0,5,10.5,5.5,5.5
572703,10/25/2021 14:35,16110,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,Disposables,south orange,NJ,7079,East,40.7475,-74.2635,1,9,8.7,9,1.0,9,8.7,-0.300000000000001,-0.300000000000001
572703,10/25/2021 14:35,16110,Purina ONE SmartBlend Natural Adult Chicken 10lb,Food,south orange,NJ,7079,East,40.7475,-74.2635,1,10,11.7,10,1.0,10,11.7,1.7,1.7
572703,10/25/2021 14:35,16110,Rechargeable Pet Nail Grinder,Grooming,south orange,NJ,7079,East,40.7475,-74.2635,1,5,10.5,5,1.0,5,10.5,5.5,5.5
